task_id_list	courier_id	total_score	willingness
T0000,T0005	C004	63.393	0.6582
T0000,T0005	C005	78.125	0.1952
T0000,T0005	C006	79.259	0.3511
T0000,T0005	C007	71.774	0.4439
T0000,T0005	C008	76.959	0.2860
T0000,T0005	C009	71.607	0.6356
T0000,T0005	C010	72.404	0.4842
T0000,T0005	C011	69.717	0.3901
T0001,T0002	C000	68.931	0.2902
T0001,T0002	C001	58.388	0.7005
T0001,T0002	C002	73.299	0.3875
T0001,T0002	C003	65.149	0.3705
T0001,T0002	C004	71.975	0.3617
T0001,T0002	C005	79.587	0.3605
T0001,T0002	C006	75.601	0.4407
T0001,T0002	C007	69.687	0.4878
T0001,T0002	C008	67.516	0.5777
T0001,T0002	C009	72.141	0.2940
T0001,T0002	C010	63.473	0.3791
T0001,T0002	C011	64.345	0.6088
T0001,T0003	C000	74.817	0.4614
T0001,T0003	C001	86.366	0.4257
T0001,T0003	C002	71.494	0.3644
T0001,T0003	C003	78.989	0.2609
T0001,T0003	C004	76.209	0.4075
T0001,T0003	C005	81.032	0.2890
T0001,T0003	C006	78.305	0.6718
T0001,T0003	C007	79.160	0.3769
T0001,T0003	C008	71.026	0.6043
T0001,T0003	C009	78.884	0.4462
T0001,T0003	C010	81.327	0.5341
T0001,T0003	C011	81.615	0.3790
T0001,T0004	C000	77.361	0.1973
T0001,T0004	C001	75.233	0.6080
T0001,T0004	C002	78.788	0.3961
T0001,T0004	C003	81.957	0.5085
T0001,T0004	C004	82.914	0.2524
T0001,T0004	C005	90.122	0.3902
T0001,T0004	C006	71.495	0.5161
T0001,T0004	C007	86.570	0.3905
T0001,T0004	C008	77.176	0.5464
T0001,T0004	C009	89.223	0.2799
T0001,T0004	C010	81.574	0.2527
T0001,T0004	C011	76.084	0.3821
T0001,T0005	C000	85.180	0.2701
T0001,T0005	C001	85.743	0.5760
T0001,T0005	C002	89.616	0.3304
T0001,T0005	C003	82.454	0.5287
T0001,T0005	C004	88.623	0.5333
T0001,T0005	C005	89.046	0.3645
T0001,T0005	C006	91.397	0.4044
T0001,T0005	C007	88.729	0.2560
T0001,T0005	C008	86.446	0.5287
T0001,T0005	C009	92.834	0.6394
T0001,T0005	C010	86.252	0.4151
T0001,T0005	C011	87.944	0.6774
T0002,T0003	C000	61.060	0.3526
T0002,T0003	C001	52.973	0.2099
T0002,T0003	C002	59.453	0.2753
T0002,T0003	C003	70.172	0.3481
T0002,T0003	C004	62.205	0.2671
T0002,T0003	C005	73.952	0.2683
T0002,T0003	C006	78.262	0.3219
T0002,T0003	C007	59.589	0.5542
T0002,T0003	C008	62.731	0.6734
T0002,T0003	C009	70.297	0.2617
T0002,T0003	C010	62.297	0.4040
T0002,T0003	C011	66.377	0.5433
T0002,T0004	C000	62.988	0.3971
T0002,T0004	C001	61.343	0.4682
T0002,T0004	C002	67.269	0.6243
T0002,T0004	C003	68.678	0.4186
T0002,T0004	C004	62.344	0.4972
T0002,T0004	C005	75.705	0.4396
T0002,T0004	C006	64.002	0.6206
T0002,T0004	C007	60.903	0.4295
T0002,T0004	C008	68.759	0.3129
T0002,T0004	C009	73.328	0.4054
T0002,T0004	C010	64.214	0.6462
T0002,T0004	C011	76.126	0.2346
T0002,T0005	C000	66.735	0.3799
T0002,T0005	C001	57.576	0.4435
T0002,T0005	C002	73.861	0.5020
T0002,T0005	C003	67.949	0.4811
T0002,T0005	C004	63.456	0.5745
T0002,T0005	C005	72.141	0.4482
T0002,T0005	C006	74.065	0.4749
T0002,T0005	C007	66.197	0.4996
T0002,T0005	C008	62.231	0.6053
T0002,T0005	C009	76.075	0.4210
T0002,T0005	C010	72.159	0.5683
T0002,T0005	C011	74.525	0.5120
T0003,T0004	C000	72.888	0.3721
T0003,T0004	C001	76.261	0.3230
T0003,T0004	C002	74.884	0.2051
T0003,T0004	C003	79.544	0.4946
T0003,T0004	C004	83.388	0.3721
T0003,T0004	C005	87.749	0.3642
T0003,T0004	C006	76.456	0.2794
T0003,T0004	C007	75.603	0.3193
T0003,T0004	C008	75.121	0.4409
T0003,T0004	C009	84.981	0.3765
T0003,T0004	C010	87.223	0.5603
T0003,T0004	C011	72.284	0.4391
T0003,T0005	C000	67.111	0.1595
T0003,T0005	C001	67.231	0.6248
T0003,T0005	C002	69.318	0.3555
T0003,T0005	C003	71.761	0.2003
T0003,T0005	C004	65.529	0.4153
T0003,T0005	C005	68.417	0.5966
T0003,T0005	C006	77.088	0.4173
T0003,T0005	C007	66.820	0.4672
T0003,T0005	C008	60.669	0.3339
T0003,T0005	C009	72.545	0.5364
T0003,T0005	C010	75.973	0.3074
T0003,T0005	C011	73.164	0.7067
T0004,T0005	C000	88.906	0.1761
T0004,T0005	C001	88.062	0.4749
T0004,T0005	C002	86.636	0.3721
T0004,T0005	C003	99.747	0.2240
T0004,T0005	C004	102.073	0.5147
T0004,T0005	C005	93.300	0.2090
T0004,T0005	C006	96.047	0.2804
T0004,T0005	C007	93.990	0.1807
T0004,T0005	C008	87.221	0.6649
T0004,T0005	C009	88.871	0.3247
T0004,T0005	C010	91.510	0.4932
T0004,T0005	C011	92.546	0.6686
